,tu,đinh_nghia,điểm
2830,tập đoàn,"tập hợp những người có chung một xu hướng, một công việc",0.0
2831,phản tỉnh,"nhìn lại hành động, tư tưởng của mình để thấy ra lỗi lầm",0.5
2832,trương tuần,"người đứng đầu việc tuần đinh ở làng, xã thời phong kiến",0.0
2833,thịt,"phần mềm, bọc quanh xương trong cơ thể người và động vật",0.0
2834,phân rác,"phân bón ủ từ rác, cỏ và các chất thải trong nông nghiệp",0.4
2835,du mục,những bộ lạc chuyên chăn nuôi và không ở cố định một nơi,0.0
2836,ao,"khoảng đất trũng giữ nước nuôi cá, thả bèo, trồng rau...",0.1
2837,hải quan,cơ quan phụ trách việc đánh thuế hàng hoá xuất nhập cảnh,0.0
2838,tài khoản,sổ ghi tình hình biến động của các loại vốn và nguồn vốn,0.0
2839,đồ,"giam người và bắt làm khổ sai, hình phạt thời phong kiến",-0.7
2840,đua đòi,bắt chước những việc không hay vì không muốn thua kém ai,-0.6
2841,be,"đồ bằng sành hay sứ, bầu tròn, cổ dài, dùng để đựng rượu",0.0
2842,gia đinh,"người đầy tớ trai trong một gia đình giàu có, thời trước",0.0
2843,kiệu tay,"hai trẻ bắt tréo tay nhau, để một trẻ khác ngồi lên trên",0.3
2844,sĩ diện,làm ra vẻ không thua kém ai cho người ta khỏi coi thường,-0.4
2845,nghị sĩ,người được bầu vào nghị viện của một nước dân chủ tư sản,0.0
2846,tham nhũng,"lợi dụng quyền hành để gây phiền hà, quấy nhiễu nhân dân",-0.8
2847,u,khối thịt nổi trên cơ thể tự nhiên mà có hoặc do va mạnh,-0.3
2848,uy danh,"quyền lực, danh tiếng khiến cho người khác phải nể trọng",0.6
2849,tính nhẩm,"làm một bài tính trong miệng, trong đầu mà không viết ra",0.0
2850,phóng sinh,"thả những chim, cá vào ngày rằm tháng bảy, theo đạo Phật",0.5
2851,bi,"đồ chơi trẻ con có hình cầu, bằng thuỷ tinh hay đất nung",0.3
2852,sờ,đặt nhẹ bàn tay lên một vật để nhận biết được nó thế nào,0.0
2853,liễu,"cây nhỡ, cành mềm, lá có răng cưa nhỏ rũ xuống thướt tha",0.2
2854,linh kiện,"các bộ phận có thể thay thế được trong máy móc, thiết bị",0.0
2855,thiểu số,số ít trong một tập hợp người hoặc trong một cuộc bầu cử,0.0
2856,hoàng yến,"chim cùng họ với bạch yến, lông vàng nhạt, nuôi làm cảnh",0.2
2857,nguyên,"thành phần ghép trước một danh từ chỉ danh hiệu, chức vụ",0.0
2858,nền tảng,phần chắc chắn để các bộ phận khác tồn tại và phát triển,0.4
2859,trinh nữ,"loài cây mọc dại, lá nhỏ như lá me, đụng đến thì cụp lại",0.0
2860,thái ấp,"ruộng đất của quan lại, công thần được nhà vua phong cấp",0.0
2861,vỉ,"Tấm nhỏ bằng giấy, gài hoặc gắn những vật nhỏ cùng loại.",0.0
2862,công chính,ngành chuyên về quản lí và xây dựng công trình công cộng,0.2
2863,vè,"Bài văn vần nhằm mục đích ca ngợi, chê bai hay chế giễu.",0.0
2864,nhím,"động vật gặm nhấm, thân có nhiều lông hình que tròn nhọn",0.0
2865,tác phẩm,"kết quả do nhà văn hoá, nghệ thuật, khoa học sáng tạo ra",0.3
2866,thuyền thúng,"thuyền nan nhỏ, hình giống cái thúng, vừa một người ngồi",0.0
2867,thư mục,"danh mục các sách báo, tài liệu về một tác gia, tác phẩm",0.0
2868,mão,"kí hiệu thứ tư trong mười hai chi, sau dần và trước thìn",0.0
2869,hòm,"đồ để đựng các thứ cần cất giữ bằng sắt hay gỗ, hình hộp",0.0
2870,ba quân,"binh sĩ dưới quyền chỉ huy của một viên tướng, nói chung",0.0
2871,lừa,làm cho người khác mắc sai lầm bằng mưu mẹo hoặc nói dối,-0.7
2872,nền,"lớp đất đá sâu bên dưới của ruộng, lòng sông, lòng đường",0.0
2873,móc hàm,"trọng lượng gia súc sau khi chọc tiết, cạo lông, bỏ lòng",0.0
2874,nguyên văn,"bản viết của tác giả, hoàn toàn không thêm bớt, sửa chữa",0.0
2875,làm,dùng công sức để đổi lấy những gì cần thiết cho đời sống,0.0
2876,què,"tay, chân cử động không bình thường do bị thương, bị tật",-0.5
2877,gác bút,ngừng hoặc tạm ngừng việc viết lách để làm một việc khác,0.0
2878,cán cân,thanh đòn để mắc quả cân xác định chính xác vật được cân,0.0
2879,ví,"Đồ dùng bằng da, có nhiều ngăn để đựng tiền, giấy tờ,...",0.0
2880,nan du,hay gây những việc lặt vặt cho người giao thiệp với mình,-0.5
2881,sứ,(từ cũ) chức quan được phái đi giao thiệp với nước ngoài,0.0
2882,giáo trình,"toàn bộ những bài giảng về một bộ môn khoa học, kĩ thuật",0.2
2883,thung lũng,dải đất dài và trũng giữa hai rặng núi hoặc hai sườn dốc,0.0
2884,phu,người chuyên những việc lao động nặng nhọc (hàm ý khinh),-0.6
2885,phu tử,"(từ cũ) từ để gọi tôn thầy học của mình, thời phong kiến",0.4
2886,rau sắng,"rau đặc biệt ở vùng Hương Tích, hình dạng giống rau ngót",0.0
2887,thiên thể,tên gọi chung các ngôi sao và các hành tinh trong vũ trụ,0.0
2888,tiền sử,"thời kỳ xa xưa trong lịch sử, chưa có giai cấp, nhà nước",0.0
2889,sung quân,"quan bị triều đình giáng chứng làm lính, thời phong kiến",-0.4
2890,lính khố xanh,"lính của phủ huyện, có đeo miếng vải màu xanh ở cạp quần",0.0
2891,trầu,"lá trầu đã têm, nhai cùng với cau cho thơm miệng, đỏ môi",0.2
2892,hồ sơ,"giấy tờ về lai lịch một người, một sự vật hay một vấn đề",0.0
2893,thần chú,"(từ cũ) câu nói bí ẩn để sai khiến quỷ thần, theo mê tín",0.0
2894,hội đồng,những người được bầu ra để quyết định những vấn đề chung,0.0
2895,đỉnh,"điểm chung của đường pa-ra-pôn, so với một trục đối xứng",0.0
2896,câu lạc bộ,"nơi tổ chức cho nhiều người tham gia sinh hoạt, giải trí",0.4
2897,cầu chì,bộ phận tự động cắt mạch điện khi dòng điện tăng quá mức,0.3
2898,chủng,cấy vắc-xin hay độc tố vi khuẩn vào cơ thể để phòng bệnh,0.5
2899,tập hợp,"lấy từ nhiều chỗ khác nhau, gộp chung lại để làm việc gì",0.0
2900,vượn,"Khỉ có hình dạng giống người, hai chi trước dài, kêu to.",0.0
2901,nhiệt dung,(vật lý) đại lượng đo khả năng hấp thụ nhiệt của một vật,0.0
2902,giao bái,"(từ cũ) vợ chồng mới cưới vái nhau, phong tục Trung Quốc",0.0
2903,xà lim,Phòng hẹp và tối để giam riêng từng người phạm tội nặng.,-0.7
2904,xã,"Đơn vị hành chính cơ sở ở nông thôn, tương đương phường.",0.0
2905,kẽm,"khe nước tự nhiên giữa thung lũng hẹp và sâu, ở miền núi",0.0
2906,tôi con,"(từ cũ) bề tôi, đầy tớ trung thành với vua chúa hoặc chủ",0.0
2907,tôi mọi,"người hèn kém phải phục vụ chủ và bị ngược đãi, khinh rẻ",-0.9
2908,gạo nước,"các thức ăn chủ yếu dùng cho bữa ăn hàng ngày, nói chung",0.0
2909,gân,"bắp thịt, về mặt biểu hiện của thể lực (kết hợp hạn chế)",0.0
2910,tía tô,"cây cùng họ bạc hà, lá màu tía, làm gia vị hay làm thuốc",0.0
2911,ẩn,"cái chưa biết trong một bài toán, một phương trình, v.v.",0.0
2912,ám ảnh,hiện ra luôn trong trí óc làm cho luôn băn khoăn lo lắng,-0.8
2913,thời thượng,sở thích chung của số đông về mặt nào đó trong cách sống,0.0
2914,thớt,từ chỉ những vật có hình tảng hay hình khối có mặt phẳng,0.0
2915,cọc chèo,những người đàn ông lấy các chị em gái cùng một gia đình,0.0
2916,nhà trai,"những người phía gia đình chú rể trong đám hỏi, đám cưới",0.0
2917,tu luyện,tu hành và luyện tập mình theo mọi phép tắc của tôn giáo,0.0
2918,tuần giờ,"việc tuần phòng trong làng xóm thời phong kiến, thực dân",0.0
2919,phụ động,"người làm việc tạm thời, chưa được tuyển dụng chính thức",0.0
2920,giam hãm,giữ không cho thoát khỏi một tình trạng không hay nào đó,-0.8
2921,lắp ráp,đặt các bộ phận máy vào đúng chỗ để máy có thể chạy được,0.0
2922,loại,người hoặc vật có chung những tính chất đặc trưng nào đó,0.0
2923,tĩnh điện,điện do ma sát gây ra và cân bằng ở những vị trí cố định,0.0
2924,thể môn,"(từ cũ) cổng có màu sắc đẹp, dựng giữa đường để đón chào",0.3
2925,buông,âm thanh phát ra như tiếng tự nhiên rơi vào khoảng không,0.0
2926,chồi,"mầm cây ở đầu ngọn thân, cành, nách lá hoặc mọc ra từ rễ",0.0
2927,xu thế,"Chiều hướng hoạt động, phát triển được nhiều người theo.",0.0
2928,lâm nghiệp,ngành kinh tế phát triển và khai thác nguồn lợi của rừng,0.0
2929,mủ,"nước màu trắng, vàng hay xanh ở mụn nhọt hoặc vết thương",-0.6
2930,xúc xích,Món ăn bằng ruột lợn nhồi thịt đem hun khói và hấp chín.,0.0
2931,tiểu đoàn,"đơn vị quân đội dưới trung đoàn, gồm ba hoặc bốn đại đội",0.0
2932,sòng sọc,tiếng nước kêu giòn trong vật đựng kín khi bị khuấy động,0.0
2933,tiền phong,"cầu thủ hàng tiền đạo, thường hoạt động bên cánh của sân",0.0
2934,tiếp xúc,"có những điểm, những phần chạm vào nhau gây nên tác dụng",0.0
2935,phân xanh,"tên gọi các cây, lá tươi được vùi xuống đất để bón ruộng",0.0
2936,ném,dùng sức của cánh tay làm cho vật di chuyển tới nơi khác,0.0
2937,thi thư,"kinh Thi và kinh Thư, hai bộ sách kinh điển của nho giáo",0.0
2938,Thi thư,"kinh Thi và kinh Thư, hai bộ sách kinh điển của nho giáo",0.0
2939,sơn hệ,"dãy núi gồm những núi liên tiếp nhau, tạo thành hệ thống",0.0
2940,trưng thầu,nhận làm một việc với cơ quan nhà nước theo kiểu đấu giá,0.0
2941,mường,"làng của đồng bào miền núi, tương đương với xã hay huyện",0.0
2942,đồng chí,từ xưng hô những người thuộc cùng một đoàn thể cách mạng,0.4
2943,thiêng,"có phép lạ khiến người ta phải sợ, phải tin, theo mê tín",-0.3
2944,bắt rễ,chọn người làm nòng cốt để lãnh đạo quần chúng đấu tranh,0.0
2945,quạt vả,"quạt to hình lá vả, cán dài dùng che kiệu trong đám rước",0.0
2946,lùa,"dụng cụ bằng thép có nhiều lỗ tròn, để kéo sợi vàng, bạc",0.0
2947,dương vật,bộ phận sinh dục ngoài của đàn ông và động vật giống đực,0.0
2948,bạch đinh,người đàn ông không có chức vị gì ở nông thôn ngày trước,0.0
2949,ác,miếng gỗ đẽo hình con quạ để mắc dây go trong khung cửi,0.0
2950,lưỡi lê,"vũ khí bằng thép, được lắp ở đầu nòng súng, dùng để đâm",-0.7
2951,soạt,"tiếng của một vật chuyển động mạnh, cọ xát với vật khác",0.0
2952,bốc thuốc,chọn các vị thuốc theo đơn làm thành thang thuốc đông y,0.0
2953,bác học,"đi sâu vào các tri thức khoa học, có tính chất khó hiểu",0.5
2954,thu nhập,các khoản thu nhập được trong khoản thời gian nhất định,0.0
2955,tím,"có màu do xanh và đỏ hợp thành, như màu hoa cà, hoa sim",0.0
2956,mẹ nuôi,người phụ nữ không có công sinh nhưng nhận mình làm con,0.6
2957,ung dung,"điều kiện vật chất thoải mái, không phải vất vả lo lắng",0.8
2958,kê,"cây cùng họ lúa, hạt màu vàng, dùng để chế biến thức ăn",0.0
2959,chí khí,"ý muốn thực hiện những mục đích hết sức bền bỉ, mạnh mẽ",0.7
2960,tâm linh,"đoán trước việc gì đó sẽ xảy ra, theo quan niệm duy tâm",-0.2
2961,nghiêm,"trừng phạt bất kì vi phạm nào, đối với điều đã quy định",-0.3
2962,hun,đốt cho khói và hơi nóng bốc lên tác động trực tiếp vào,0.0
2963,thực tế,toàn bộ những gì cụ thể xảy ra trong tự nhiên và xã hội,0.0
2964,thực từ,từ có ý nghĩa độc lập và có khả năng làm thành phần câu,0.0
2965,sáng quắc,bóng và màu phản xạ nhiều ánh sáng tới mức làm chói mắt,0.0
2966,làm mẫu,"trưng ra để giới thiệu đặc điểm, phẩm chất một sản phẩm",0.0
2967,trạng huống,tình trạng gặp phải hay trải qua trong đời sống nội tâm,0.0
2968,nguyệt lão,"người chuyên xe duyên cho người đời, theo truyền thuyết",0.6
2969,dì,từ chị hoặc anh rể gọi em gái hoặc em gái của vợ đã lớn,0.0
2970,cấp hiệu,"phù hiệu cấp bậc, đeo ở hai cầu vai hoặc đính vào cổ áo",0.0
2971,lít,"đn vị đo thể tích hoặc dung tích, bằng 1 đề-xi-mét khối",0.0
2972,sung,"cây to, có quả mọc thành chùm, màu đỏ khi chín, ăn được",0.0
2973,chột dạ,giật mình lo sợ vì cảm thấy điều giấu giếm bị phát hiện,-0.7
2974,nhài,"mảnh kim loại tròn, nhỏ giữa hai đầu chốt của quạt giấy",0.0
2975,sở,cơ quan một ngành chuyên môn của cấp tỉnh hay thành phố,0.0
2976,định luật,"quy luật không đổi giữa các hiện tượng tự nhiên, xã hội",0.0
2977,lắp,"đặt các bộ phận, chi tiết rời cho đúng chỗ, đúng vị trí",0.0
2978,nước chè hai,"nước mía đun sôi, lọc sạch để làm đường, chưa thành mật",0.0
2979,tay ngang,"người làm một việc mà họ không thành thạo, không chuyên",-0.3
2980,hấp,"làm cho thuốc nhuộm thấm vào len, vải,... bằng hơi nóng",0.0
2981,cốc,"chim cao cẳng, lông đen, mỏ dài, bơi lặn giỏi để bắt cá",0.0
2982,ho,"bật mạnh hơi thành tiếng, do đường hô hấp bị kích thích",-0.4
2983,tàu sân bay,"tàu chiến loại lớn, có đường băng cho máy bay lên xuống",0.0
2984,bí thư,người đứng đầu ban bí thư trong chính đảng hay đoàn thể,0.0
