tu,pos,neg,neu,polarity
thâm,0.021747954,0.797467589,0.180784389,-0.775719635
tay chơi,0.040509496,0.816228986,0.143261567,-0.77571949
nhầy nhụa,0.01898776,0.794539154,0.186472982,-0.775551394
trầm,0.024873311,0.799973071,0.175153658,-0.77509976
lều nghều,0.017383933,0.792415202,0.190200835,-0.775031269
y viện,0.795050502,0.02003178,0.184917748,0.775018722
giấc ngủ,0.807467282,0.032516051,0.160016701,0.774951231
rận,0.018616654,0.793189049,0.188194275,-0.774572395
nghi,0.040088328,0.814638048,0.14527356,-0.774549721
giảng giải,0.83651799,0.062137928,0.101344123,0.774380062
toi cơm,0.028529715,0.802824259,0.168646082,-0.774294544
gang thép,0.797355413,0.023124207,0.179520339,0.774231207
danh lam,0.802240133,0.028041523,0.169718355,0.77419861
giấy phèn,0.829710424,0.055686008,0.114603616,0.774024416
thò lò,0.0225392,0.796544671,0.180916131,-0.774005471
tinh vân,0.018878916,0.792858005,0.188263103,-0.773979088
khuấy,0.024140805,0.798073858,0.177785327,-0.773933053
làm khách,0.021042665,0.794813275,0.184144065,-0.77377061
gạt,0.024259872,0.797984505,0.177755624,-0.773724633
túng thiếu,0.035110775,0.808593988,0.156295255,-0.773483213
trượt,0.017662494,0.791065216,0.191272296,-0.773402723
ghèn,0.852793634,0.079770528,0.067435846,0.773023106
kháu khỉnh,0.019099982,0.792082548,0.188817456,-0.772982566
êm,0.787860179,0.014989909,0.197149943,0.77287027
tài lợi,0.797912359,0.025061926,0.177025765,0.772850433
loang,0.017012825,0.789747715,0.193239495,-0.77273489
gau gáu,0.829229355,0.056496214,0.114274412,0.772733141
hoàng liên,0.014778651,0.787292123,0.197929159,-0.772513472
sởn,0.030290131,0.802631021,0.167078838,-0.77234089
rề rề,0.025552636,0.797786742,0.176660605,-0.772234106
sài cẩu,0.01924759,0.791272938,0.18947947,-0.772025349
minh nguyệt,0.793227971,0.021375885,0.18539615,0.771852085
trấn,0.020294764,0.791932841,0.187772392,-0.771638077
tiền lệ,0.019101674,0.790396333,0.190502092,-0.771294659
dị nhân,0.816207767,0.04500876,0.13878344,0.771199007
lảng trí,0.016033093,0.787189841,0.196777061,-0.771156749
phục tội,0.025381325,0.7964136,0.178205028,-0.771032276
binh bị,0.812782168,0.041888006,0.145329848,0.770894162
nô tì,0.022765547,0.793465137,0.183769315,-0.77069959
rọ,0.017013835,0.787535667,0.195450485,-0.770521833
lai rai,0.055383805,0.825534701,0.119081505,-0.770150896
ráng,0.016843168,0.786893368,0.196263477,-0.7700502
chiến hữu,0.804745674,0.034903493,0.16035077,0.769842181
cảnh tỉnh,0.018528938,0.787938118,0.193533003,-0.76940918
ngay râu,0.027925987,0.796401024,0.175673112,-0.768475037
sầm sập,0.019089764,0.787530601,0.19337967,-0.768440837
uy lực,0.850828707,0.082598068,0.06657321,0.768230639
dưỡng dục,0.793998539,0.02603027,0.179971203,0.767968269
thường tình,0.791359007,0.023837689,0.184803337,0.767521318
buồn,0.041124857,0.80849666,0.150378485,-0.767371803
tá điền,0.017775215,0.785095334,0.197129443,-0.767320119
chẩn,0.02349758,0.790593505,0.185908943,-0.767095925
con bạc,0.034783192,0.801860034,0.163356796,-0.767076842
truyền thanh,0.822800636,0.05572556,0.121473826,0.767075077
tiên thề,0.022796478,0.789857566,0.187345892,-0.767061088
giấc xuân,0.815680802,0.048667394,0.135651827,0.767013408
sượng,0.016737511,0.78367425,0.199588234,-0.766936739
ve sầu,0.816188455,0.049292095,0.134519398,0.76689636
trét,0.016737178,0.783620954,0.199641943,-0.766883776
sòng,0.819468737,0.052990198,0.12754111,0.766478539
loàng xoàng,0.017951097,0.784339488,0.197709441,-0.76638839
kiên tâm,0.785429895,0.019112188,0.195457935,0.766317707
lục,0.017827109,0.784054041,0.198118865,-0.766226932
cai trị,0.847343147,0.08115118,0.071505673,0.766191967
nặng trĩu,0.018592885,0.784335494,0.197071582,-0.765742609
tục tằn,0.020292502,0.785945296,0.193762258,-0.765652794
siêu âm,0.796233177,0.031364832,0.172401965,0.764868345
áp dụng,0.803440154,0.038614333,0.157945529,0.764825821
khói lửa,0.038724251,0.803542972,0.15773274,-0.764818721
kinh hoàng,0.024512695,0.789289474,0.186197877,-0.764776779
phật tử,0.812080562,0.047489889,0.140429556,0.764590673
Phật tử,0.812080562,0.047489889,0.140429556,0.764590673
vô tư lự,0.790748179,0.026275713,0.182976112,0.764472466
chân,0.794160604,0.029715925,0.1761235,0.764444679
ốm đòn,0.017152088,0.781514525,0.201333361,-0.764362438
lù rù,0.017422928,0.781732619,0.200844437,-0.764309691
giấm cái,0.806911767,0.042781565,0.150306657,0.764130201
phỉ,0.092948392,0.857022107,0.050029479,-0.764073715
giọng thổ,0.03270198,0.796109736,0.171188295,-0.763407756
trúng số,0.035639025,0.798997939,0.165363058,-0.763358913
ổn,0.785359979,0.022252314,0.192387745,0.763107665
phù trầm,0.022990959,0.786015809,0.190993279,-0.76302485
trau dồi,0.830251992,0.067396581,0.102351449,0.762855411
trân trọng,0.786473632,0.023632571,0.189893842,0.762841061
lệnh,0.021156354,0.783979416,0.194864199,-0.762823062
chỉ huy,0.80112946,0.038413409,0.160457164,0.762716051
mệnh chung,0.032679662,0.79522872,0.172091588,-0.762549058
giấc hương quan,0.813125372,0.050635099,0.136239514,0.762490273
lở láy,0.018508755,0.780964553,0.200526655,-0.762455799
bỏ hoang,0.018198237,0.780575335,0.201226398,-0.762377098
cát hung,0.0269251,0.789259613,0.18381533,-0.762334513
ngục thất,0.022893621,0.784739077,0.192367315,-0.761845456
biếng nhác,0.023064781,0.784894586,0.192040622,-0.761829805
thơm thảo,0.803501487,0.041703876,0.154794604,0.761797611
luận điệu,0.017015079,0.778706312,0.204278573,-0.761691233
huyền ảo,0.821111679,0.059547167,0.119341195,0.761564512
dương cầm,0.804112852,0.042828854,0.153058305,0.761283997
kinh động,0.025511246,0.786519587,0.187969118,-0.761008341
vàng mười,0.788636804,0.027632739,0.183730453,0.761004064
nhu cầu,0.800185382,0.039214365,0.160600305,0.760971017
ảo thuật,0.790774167,0.030122491,0.179103315,0.760651676
huyền vi,0.796335697,0.035692003,0.167972296,0.760643695
tiêu trừ,0.027698509,0.788217723,0.18408379,-0.760519214
nhầm lẫn,0.022249749,0.782629371,0.195120886,-0.760379622
làm giấy,0.023828713,0.783990979,0.192180321,-0.760162266
hoẵng,0.016969047,0.776524186,0.206506714,-0.759555139
khốn đốn,0.023222994,0.782703459,0.194073528,-0.759480465
nhân ngôn,0.080265373,0.839641511,0.080093175,-0.759376138
tọng,0.041125222,0.800280958,0.158593876,-0.759155736
thối,0.020606133,0.779702743,0.199691077,-0.75909661
sâu róm,0.018205246,0.777179837,0.204614922,-0.758974591
tự mãn,0.771526635,0.012844633,0.215628713,0.758682001
thị uy,0.028350698,0.786988199,0.18466109,-0.758637501
quốc sự,0.787502289,0.02892809,0.183569595,0.758574199
rải rắc,0.02368775,0.782236516,0.194075748,-0.758548766
rớt dãi,0.032586437,0.791083574,0.176330045,-0.758497138
quy mô,0.79133296,0.032966468,0.175700575,0.758366492
nói sõi,0.790839314,0.032605201,0.176555485,0.758234113
ngà,0.017475244,0.775708854,0.206815884,-0.758233611
lẩn quẩn,0.023333475,0.781521916,0.195144609,-0.758188441
nát bàn,0.827420771,0.069362238,0.103216931,0.758058533
trêu chọc,0.021331698,0.779291093,0.199377179,-0.757959396
thật thà,0.843855917,0.08594685,0.070197262,0.757909067
nghiêm nghị,0.814297378,0.056732163,0.128970459,0.757565215
mỏi rời,0.01730803,0.774650633,0.208041295,-0.757342603
chửa hoang,0.019056587,0.776341319,0.204602107,-0.757284733
thia thia,0.018511372,0.775571287,0.205917284,-0.757059915
ở vậy,0.025823859,0.782798707,0.191377416,-0.756974848
ngân sách,0.022021273,0.778653324,0.199325398,-0.75663205
lạnh gáy,0.04317056,0.79975301,0.157076448,-0.75658245
sắt non,0.025068453,0.781598985,0.193332598,-0.756530533
nhá nhem,0.018885272,0.775358677,0.205756038,-0.756473405
nằm quèo,0.022343483,0.778522134,0.199134365,-0.756178651
tình ái,0.786682725,0.030707471,0.182609811,0.755975254
nội tạng,0.788105845,0.032215659,0.179678559,0.755890187
trệu,0.021104159,0.776949883,0.20194602,-0.755845724
cám cảnh,0.856921256,0.101122275,0.041956421,0.755798981
mặc cả,0.019218403,0.774977416,0.205804214,-0.755759012
oải,0.021656026,0.777211249,0.201132751,-0.755555222
áo xanh,0.788528949,0.033035728,0.178435326,0.755493221
pla-tin,0.78590405,0.030545272,0.183550686,0.755358778
cãi,0.798527628,0.043229783,0.158242583,0.755297845
nhiệt tâm,0.7998209,0.044615116,0.15556398,0.755205784
nghĩa trang,0.8004933,0.045353021,0.154153705,0.755140278
ỏi,0.827266634,0.072673731,0.100059606,0.754592903
biểu ngữ,0.781998396,0.027492814,0.190508753,0.754505582
lênh chênh,0.022117669,0.776536822,0.201345533,-0.754419154
chê,0.0202943,0.774386711,0.20531897,-0.754092411
cải,0.776978314,0.022950875,0.200070843,0.754027439
rằn ri,0.022080407,0.776043773,0.201875821,-0.753963366
áng,0.780668527,0.026715097,0.192616402,0.75395343
thăm nom,0.793785095,0.039865896,0.166348994,0.753919199
tinh ma,0.811050594,0.0572461,0.131703317,0.753804494
cao ngạo,0.102417231,0.85612458,0.041458208,-0.753707349
bả vai,0.01946554,0.773038745,0.207495719,-0.753573205
khô đét,0.018084665,0.771646559,0.210268755,-0.753561894
du ngoạn,0.784813762,0.031416241,0.183770031,0.753397521
dốt,0.02524141,0.778562665,0.196195945,-0.753321255
nước chè hai,0.022907107,0.776075095,0.201017734,-0.753167988
vườn bách thú,0.778200626,0.025144625,0.196654767,0.753056001
khăn san,0.018108608,0.771080375,0.210811034,-0.752971767
hàn vi,0.026171263,0.779112577,0.194716066,-0.752941314
khoa,0.019572739,0.772314191,0.208113134,-0.752741452
thực tế,0.785076797,0.032347296,0.18257595,0.752729501
thành phẩm,0.766324341,0.01362557,0.220050067,0.752698772
bong bóng,0.776977941,0.024290626,0.198731479,0.752687316
can qua,0.814710975,0.062061269,0.123227708,0.752649706
gốc phần,0.790756345,0.038134478,0.171109229,0.752621867
giữ giàng,0.804354966,0.051842302,0.143802807,0.752512664
tử ngữ,0.030655777,0.782985806,0.186358437,-0.752330029
khô ráo,0.816374481,0.064221106,0.119404376,0.752153374
mang tiếng,0.019551515,0.77123493,0.209213553,-0.751683414
mũ ca-lô,0.0174997,0.769129217,0.213371038,-0.751629516
tái lai,0.792141855,0.040537123,0.167320997,0.751604732
sơn hà,0.795577884,0.043979142,0.160443008,0.751598742
giấy đi đường,0.78932029,0.037764855,0.172914863,0.751555435
cấm,0.02164364,0.773182988,0.205173357,-0.751539348
nghẹn ngào,0.774472535,0.022934064,0.202593401,0.75153847
vô sự,0.784775436,0.033303574,0.18192099,0.751471862
nhựa mủ,0.028667783,0.779815733,0.191516533,-0.75114795
đã,0.800219357,0.04920689,0.150573775,0.751012467
Cánh hồng,0.792144597,0.041335531,0.166519865,0.750809066
cánh hồng,0.792144597,0.041335531,0.166519865,0.750809066
lão bộc,0.782698631,0.031948067,0.185353264,0.750750564
triển vọng,0.771679461,0.020972021,0.207348526,0.75070744
thiên phú,0.789880812,0.039324649,0.170794532,0.750556163
thập phương,0.78615272,0.03578594,0.178061351,0.750366781
nhão nhạo,0.019952323,0.770293236,0.209754407,-0.750340912
hòm,0.759678066,0.009742475,0.230579451,0.749935591
trừ hại,0.828678668,0.078748271,0.092573091,0.749930397
ngã sấp,0.020533971,0.770305693,0.209160373,-0.749771722
nhẫn nại,0.778773725,0.029027695,0.19219856,0.74974603
tầm xích,0.020511273,0.769745886,0.209742844,-0.749234613
tê liệt,0.021464942,0.770684659,0.207850423,-0.749219717
công chính,0.036446318,0.785392761,0.178160921,-0.748946443
nồng nàn,0.765981297,0.017115756,0.216902963,0.748865541
gàng,0.791678429,0.042820714,0.165500879,0.748857714
sơn dầu,0.017579174,0.766430497,0.21599026,-0.748851324
giây phút,0.785539687,0.036712643,0.177747637,0.748827044
tâm khảm,0.804909647,0.05619625,0.138894156,0.748713396
tập hợp,0.016576458,0.76521191,0.218211621,-0.748635452
nói lóng,0.020267762,0.76878655,0.210945711,-0.748518787
nói lắp,0.023575896,0.772032976,0.204391181,-0.74845708
lưu hoàng,0.782913208,0.034874778,0.18221198,0.74803843
trắng,0.777020216,0.029061897,0.193917796,0.747958319
nhịp nhàng,0.760333776,0.012416127,0.227250129,0.747917649
tứ xứ,0.786191225,0.038435705,0.175373048,0.74775552
cá mè,0.798925519,0.05142121,0.149653211,0.747504309
xước,0.020566041,0.767823875,0.211610066,-0.747257834
trắng hếu,0.022295181,0.76926887,0.208435923,-0.74697369
du xuân,0.771695077,0.024753861,0.203551054,0.746941216
lảng tránh,0.034000401,0.780905157,0.185094432,-0.746904756
yêu cầu,0.015315636,0.76210016,0.222584173,-0.746784524
phù phép,0.023932493,0.770620525,0.205447005,-0.746688032
thư thư,0.033908173,0.780548394,0.185543492,-0.74664022
nhái,0.018053869,0.764627576,0.217318594,-0.746573707
gầy còm,0.017812552,0.764341533,0.217845887,-0.746528981
tuyển tập,0.783057809,0.036547266,0.180394918,0.746510543
sát sinh,0.028137952,0.774528384,0.197333649,-0.746390432
thắt buộc,0.088337556,0.834424019,0.077238441,-0.746086463
thiếu máu,0.017134991,0.762979925,0.219885096,-0.745844934
nhếch môi,0.020933578,0.766769469,0.212297037,-0.745835891
tế thế,0.807427347,0.061606172,0.130966544,0.745821174
phải tội,0.02172086,0.767270833,0.211008291,-0.745549973
suy đoán,0.791390181,0.045947727,0.162662059,0.745442454
nhã nhặn,0.764500439,0.01915687,0.216342717,0.74534357
rảnh nợ,0.779517293,0.034424253,0.186058432,0.74509304
gãy gọn,0.777239323,0.032181021,0.190579683,0.745058302
dễ dãi,0.766826987,0.021835922,0.211337097,0.744991065
giát,0.793746829,0.048855897,0.15739724,0.744890932
giang mai,0.020367449,0.764966726,0.214665875,-0.744599277
hạn chế,0.021473702,0.766058862,0.212467477,-0.74458516
dự,0.790340066,0.045824748,0.163835168,0.744515318
sinh lý,0.80499512,0.060482081,0.134522751,0.744513039
gặp dịp,0.763336003,0.018898882,0.217765063,0.744437121
ngôi thứ nhất,0.027901776,0.772263169,0.199835092,-0.744361393
nấc,0.018437231,0.762523234,0.219039574,-0.744086003
tập công,0.02380172,0.767802656,0.2083956,-0.744000936
tân thời,0.776573598,0.032773722,0.190652668,0.743799876
viếng thăm,0.786432326,0.042711388,0.170856312,0.743720938
chứng nhận,0.019720266,0.763174832,0.217104852,-0.743454566
kem que,0.777302682,0.034252696,0.188444629,0.743049987
cà độc dược,0.020740148,0.763448656,0.215811208,-0.742708508
tẩy,0.052364389,0.795064986,0.152570656,-0.742700597
trần duyên,0.787406862,0.044978283,0.167614892,0.742428578
khốn nạn,0.112318282,0.854693294,0.03298842,-0.742375012
cô dâu,0.780877352,0.038589858,0.180532813,0.742287494
moi móc,0.018500059,0.760763556,0.220736391,-0.742263497
nội gián,0.028935669,0.770896673,0.200167611,-0.741961004
thông,0.01614113,0.757981271,0.225877642,-0.74184014
học giả,0.781261504,0.039658621,0.17907989,0.741602883
diễm tình,0.793389738,0.051825687,0.154784635,0.74156405
nơi nơi,0.785717607,0.04423967,0.170042723,0.741477937
vang,0.018472924,0.759790828,0.221736247,-0.741317904
toang hoang,0.036884815,0.778099597,0.185015544,-0.741214782
cụt,0.018980722,0.760173837,0.220845448,-0.741193115
rú,0.030972834,0.772087008,0.196940209,-0.741114173
khuyên nhủ,0.794588983,0.053487863,0.15192318,0.74110112
phất phơ,0.778247952,0.037250437,0.184501588,0.740997516
mánh khoé,0.797416985,0.056446463,0.146136582,0.740970522
què quặt,0.021914793,0.762836307,0.215248924,-0.740921514
lóng nhóng,0.03915507,0.779858887,0.180986077,-0.740703817
Kim tự tháp,0.771525949,0.031126724,0.197347282,0.740399226
kim tự tháp,0.771525949,0.031126724,0.197347282,0.740399226
bạc mệnh,0.021508111,0.761407435,0.217084453,-0.739899324
góp mặt,0.767581642,0.027905149,0.204513222,0.739676492
kiệt lực,0.038391825,0.778025568,0.1835825,-0.739633743
Dao trì,0.762932539,0.023593446,0.213474005,0.739339093
tuyên thệ,0.774348497,0.035061222,0.190590292,0.739287276
bình,0.769491583,0.03038635,0.20012207,0.739105233
rã rời,0.021422769,0.76045832,0.218118954,-0.739035551
cứu xét,0.01688439,0.755833566,0.227282107,-0.738949176
nắng ráo,0.767044127,0.028149381,0.204806492,0.738894746
ruốc bông,0.018701619,0.757471621,0.223826781,-0.738770002
nói không,0.01881901,0.757520676,0.22366035,-0.738701666
trả lễ,0.780076146,0.041385993,0.178537861,0.738690153
kiết xác,0.021392664,0.759545863,0.219061509,-0.738153199
mãnh thú,0.045465231,0.783551753,0.170983031,-0.738086522
Tân ước,0.75999403,0.022132838,0.217873171,0.737861192
lộn chồng,0.021204196,0.759001613,0.219794229,-0.737797417
ì à ì ạch,0.019879593,0.757603705,0.222516686,-0.737724112
bồ câu,0.765658617,0.028010434,0.20633091,0.737648183
huyền chức,0.024036638,0.761285424,0.214677885,-0.737248786
vá,0.016818872,0.754007101,0.229174018,-0.737188229
lẽ phải,0.758449435,0.021278545,0.220272034,0.73717089
giây lát,0.800495744,0.063327268,0.136176974,0.737168476
tài,0.758985221,0.021826025,0.219188735,0.737159196
tài ba,0.758985221,0.021826025,0.219188735,0.737159196
tài giỏi,0.758985221,0.021826025,0.219188735,0.737159196
than trắng,0.779252648,0.042224221,0.178523108,0.737028427
hay,0.753631729,0.016611405,0.22975685,0.737020324
cự tuyệt,0.03119185,0.768184543,0.200623661,-0.736992693
buông tha,0.02620228,0.763179898,0.210617885,-0.736977618
bạo chúa,0.091407254,0.82836318,0.08022958,-0.736955926
tân trào,0.781113088,0.044391617,0.174495235,0.736721471
